Fp1 Fpz Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 M1 T7 C3 Cz C4 T8 M2 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 POz O1 Oz O2 HEOG VEOG MKR+
-1640.137 -120.898 2929.199 -507.129 1183.887 1517.285 2541.602 2707.910 -311.719 -882.422 -261.914 -1757.227 0.000 1864.063 -3140.039 -759.473 -2985.352 1498.047 0.000 -708.008 1753.516 -2990.820 1330.469 3171.387 -3072.656 2524.805 751.367 2899.512 -1564.648 860.742 -1226.758 795.508 0.000 0.000 -50.000
-1587.793 -69.531 2983.789 -449.512 1238.184 1567.578 2595.801 2766.602 -253.223 -828.613 -211.133 -1695.605 0.000 1925.586 -3082.520 -706.152 -2930.664 1550.977 0.000 -648.145 1806.348 -2938.379 1390.723 3149.414 -3015.820 2580.078 813.281 1386.426 -1504.883 920.996 -1181.250 827.637 0.000 0.000 -50.000
-1571.582 -55.273 3003.809 -425.195 1258.203 1580.469 2617.773 2791.602 -228.516 -811.719 -193.457 -1668.945 0.000 1954.688 -3060.449 -688.672 -2907.617 1573.242 0.000 -619.922 1827.441 -2916.992 1421.484 3079.980 -2988.672 2603.809 846.094 840.527 -1475.293 949.902 -1168.359 831.836 0.000 0.000 -50.000
-1564.063 -48.438 3014.648 -410.352 1265.332 1585.254 2629.980 2807.324 -214.160 -804.395 -185.840 -1654.980 0.000 1973.145 -3048.145 -680.566 -2891.211 1595.020 0.000 -595.801 1841.699 -2900.391 1447.168 2948.828 -2970.703 2622.070 869.238 534.375 -1452.344 973.242 -1142.285 856.348 0.000 0.000 -50.000
-1545.020 -30.078 3034.766 -389.355 1285.059 1602.637 2650.586 2830.078 -193.164 -786.914 -170.020 -1633.496 0.000 1994.336 -3027.441 -661.426 -2868.066 1624.121 0.000 -569.141 1865.137 -2878.223 1473.438 3013.770 -2944.824 2645.410 901.465 188.867 -1425.195 995.898 -1477.344 894.336 0.000 0.000 -50.000
-1444.824 70.703 3136.035 -288.672 1386.133 1704.590 2749.902 2930.273 -91.992 -685.059 -72.656 -1531.543 0.000 2093.262 -2925.391 -562.012 -2768.555 1718.359 0.000 -470.117 1963.867 -2779.590 1570.996 3110.352 -2844.727 2745.605 1000.586 -82.031 -1325.391 1106.934 2377.441 1008.105 0.000 0.000 -50.000
-1421.484 93.555 3156.934 -270.215 1408.789 1729.102 2770.215 2946.973 -73.633 -662.207 -54.199 -1516.309 0.000 2107.910 -2905.859 -539.160 -2754.199 1729.980 0.000 -461.230 1977.344 -2763.281 1579.492 3064.844 -2831.348 2760.059 1002.832 -219.824 -1313.086 1134.473 2087.109 1036.719 0.000 0.000 -50.000
-1442.090 74.805 3132.031 -299.707 1385.938 1712.207 2743.555 2917.188 -102.441 -682.715 -78.809 -1547.070 0.000 2073.340 -2933.398 -562.012 -2783.887 1705.469 0.000 -494.336 1950.488 -2790.039 1541.895 2984.570 -2866.113 2728.516 962.793 -26.270 -1349.316 1106.543 2730.859 1008.008 0.000 0.000 -50.000
-1469.238 49.121 3101.855 -333.105 1356.641 1688.477 2710.645 2879.297 -139.258 -709.570 -112.695 -1585.742 0.000 2030.273 -2967.871 -591.895 -2814.160 1677.539 0.000 -529.980 1921.680 -2819.336 1500.391 2943.750 -2903.223 2693.652 917.383 328.906 -1388.770 1060.547 -3032.227 937.207 0.000 0.000 -50.000
-1446.094 71.875 3123.633 -315.430 1378.613 1710.840 2729.395 2897.852 -121.191 -686.035 -95.801 -1568.359 0.000 2045.313 -2948.340 -570.313 -2794.531 1714.063 0.000 -511.914 1942.773 -2799.316 1514.258 2969.238 -2884.766 2712.695 931.348 411.719 -1371.973 335.645 -2927.441 952.344 0.000 0.000 -50.000
-1341.602 175.098 -3173.535 -210.938 1482.031 1812.793 2833.301 3001.563 -15.527 -581.934 3.223 -1463.184 0.000 2150.098 -2843.359 -466.504 -2692.480 1826.953 0.000 -410.449 2044.824 -2695.801 1617.676 3039.941 -2781.348 2815.039 1034.668 -1661.719 -1269.531 -373.828 -2923.438 1068.262 0.000 0.000 -50.000
-1125.586 390.820 -2955.859 9.668 1700.879 2029.688 3053.223 -3177.637 205.762 -363.184 216.309 -1240.039 0.000 2371.094 -2623.242 -248.730 -2473.730 1975.586 0.000 -185.156 2260.742 -2479.297 1840.234 -3169.727 -2559.863 3034.766 1256.543 -1779.688 -1045.801 164.258 -2761.914 1280.273 0.000 0.000 -50.000
-1182.129 332.227 -3009.961 -40.430 1645.703 1972.559 2999.023 3175.195 156.836 -420.801 157.129 -1287.695 0.000 2325.586 -2675.098 -304.004 -2525.488 1901.270 0.000 -229.590 2207.715 -2532.031 1796.582 -1736.230 -2606.738 2984.180 1211.621 -2020.703 -1090.527 357.227 -2835.742 1274.316 0.000 0.000 -50.000
-1071.191 442.285 -2894.043 79.199 1759.961 2080.957 3115.234 -3104.199 277.930 -307.715 267.871 -1165.918 0.000 2450.293 -2557.715 -189.258 -2410.645 2014.844 0.000 -111.230 2320.996 -2417.676 1920.508 1118.848 -2484.277 3107.324 1339.355 -1700.293 -963.184 371.387 -2716.797 1427.344 0.000 0.000 -50.000
-1038.965 473.730 -2859.570 116.992 1794.727 2112.012 3151.074 -3065.332 316.309 -276.855 303.223 -1126.953 0.000 2489.746 -2521.875 -155.859 -2373.535 2061.816 0.000 -71.875 2354.785 -2383.301 1964.063 4.102 -2444.824 3145.020 1381.543 -1436.523 -922.461 223.340 -2683.594 1469.629 0.000 0.000 -50.000
-1111.426 400.391 -2932.031 44.434 1720.605 2036.426 3077.734 -3137.109 242.285 -350.293 229.492 -1198.730 0.000 2417.090 -2595.996 -230.371 -2446.484 1999.707 0.000 -144.824 2280.664 -2457.129 1890.820 214.258 -2519.434 3070.313 1309.277 470.020 -996.387 77.832 -2760.352 1399.414 0.000 0.000 -50.000
-1212.695 300.586 -3033.594 -61.914 1619.434 1938.086 2975.781 3158.301 136.914 -451.367 126.465 -1305.176 0.000 2309.570 -2697.461 -332.422 -2551.465 1886.914 0.000 -250.000 2177.441 -2561.426 1783.887 556.738 -2625.195 2964.355 1199.609 3094.434 -1103.418 -59.570 -2874.609 1291.797 0.000 0.000 -50.000
-1238.379 276.074 -3062.500 -94.238 1593.262 1912.012 2945.605 3124.902 104.785 -477.051 96.289 -1339.258 0.000 2273.438 -2728.906 -360.645 -2583.887 1828.613 0.000 -287.695 2146.875 -2590.527 1745.410 824.609 -2659.961 2930.371 1160.352 -2619.336 -1141.504 -119.727 -2921.484 1262.598 0.000 0.000 -50.000
-1221.875 294.434 -3048.145 -85.156 1607.031 1931.055 2956.641 3132.129 112.305 -460.156 106.934 -1332.520 0.000 2276.270 -2717.871 -345.801 -2574.609 1791.406 0.000 -282.324 2158.398 -2579.004 1745.605 772.168 -2654.492 2938.477 1156.055 -2723.438 -1139.258 -134.863 -2931.543 1252.051 0.000 0.000 -50.000
-1207.324 307.910 -3037.012 -77.441 1621.582 1948.535 2966.699 3139.453 121.973 -446.777 117.480 -1325.098 0.000 2281.836 -2707.813 -333.789 -2565.820 1768.066 0.000 -277.344 2167.871 -2570.703 1748.633 645.703 -2648.438 2947.461 1156.055 -2777.539 -1133.984 -141.797 -2940.625 1252.539 0.000 0.000 -50.000
-1189.551 326.270 -3020.020 -59.961 1638.281 1966.504 2983.105 3157.422 138.770 -427.832 131.934 -1309.375 0.000 2299.902 -2690.039 -314.941 -2548.926 1767.383 0.000 -259.570 2184.961 -2558.691 1765.137 579.980 -2630.371 2964.160 1172.754 -2777.930 -1117.285 -129.004 -2937.305 894.336 0.000 0.000 -50.000
-1179.785 336.621 -3008.105 -46.484 1647.656 1975.000 2995.996 3170.898 151.855 -417.285 143.066 -1295.313 0.000 2313.184 -2679.004 -306.055 -2535.449 1774.707 0.000 -243.652 2195.996 -2546.973 1776.367 540.234 -2615.723 2976.758 1187.598 -2771.289 -1101.172 -113.477 -2927.441 600.977 0.000 0.000 -50.000
-1189.160 324.023 -3013.477 -48.926 1641.309 1963.086 2991.309 3169.336 149.707 -427.246 135.547 -1297.168 0.000 2315.039 -2682.422 -312.305 -2539.453 1768.555 0.000 -240.039 2191.309 -2553.613 1767.480 499.902 -2615.137 2974.609 1196.387 -2775.488 -1098.047 -107.715 -2928.125 740.625 0.000 0.000 -50.000
-1199.121 313.281 -3020.215 -51.367 1633.398 1949.609 2985.840 3168.750 147.754 -438.086 125.586 -1296.191 0.000 2319.141 -2686.914 -321.191 -2542.285 1766.699 0.000 -236.230 2185.156 -2558.203 1781.152 479.980 -2616.211 2970.996 1203.027 -2776.953 -1096.387 -99.023 -2923.438 831.543 0.000 0.000 -50.000
-1207.520 304.980 -3025.781 -53.223 1626.758 1939.453 2982.129 3168.945 144.434 -445.508 118.359 -1298.047 0.000 2319.531 -2691.992 -330.176 -2545.215 1770.605 0.000 -235.547 2179.590 -2566.992 1783.301 460.059 -2618.164 2968.750 1209.473 -2780.371 -1092.871 -94.141 -2922.754 932.324 0.000 0.000 -50.000
-1208.594 302.148 -3025.781 -55.176 1623.730 1935.547 2979.590 3168.945 141.602 -449.023 113.477 -1299.805 0.000 2318.945 -2694.336 -332.910 -2547.852 1784.180 0.000 -236.133 2175.195 -2574.316 1783.789 437.402 -2618.848 2967.383 1213.574 -2793.164 -1094.434 -94.629 -2930.566 1010.156 0.000 0.000 -50.000
-1232.520 276.563 -3052.441 -82.715 1599.805 1912.012 2951.270 3140.527 115.430 -474.609 86.426 -1327.637 0.000 2288.574 -2721.094 -359.180 -2575.293 1750.488 0.000 -265.625 2148.926 -2602.930 1753.125 390.723 -2648.340 2939.063 1173.242 -2837.695 -1123.730 -129.590 -2967.676 1874.707 0.000 0.000 -50.000
-1254.785 256.738 -3076.563 -109.766 1577.441 1891.699 2926.758 3111.035 87.891 -495.898 61.133 -1357.520 0.000 2258.105 -2747.363 -383.105 -2601.660 1717.188 0.000 -295.215 2123.926 -2631.348 1723.340 344.434 -2678.223 2911.426 1139.063 -2884.473 -1155.859 -168.262 -3010.449 2720.410 0.000 0.000 -50.000
-1259.863 254.395 -3085.938 -122.949 1569.727 1888.281 2915.527 3097.559 74.902 -499.707 52.539 -1374.121 0.000 2239.941 -2757.910 -390.332 -2614.355 1690.625 0.000 -312.891 2113.477 -2643.066 1702.441 310.938 -2692.871 2896.777 1123.730 -2919.531 -1173.730 -195.898 -3041.895 3154.492 0.000 0.000 -50.000
-1257.910 256.738 -3086.230 -125.879 1570.898 1894.336 2913.770 3092.871 72.754 -497.070 53.613 -1378.125 0.000 2232.129 -2759.766 -387.793 -2616.992 1679.785 0.000 -317.676 2112.500 -2645.605 1691.699 293.262 -2698.828 2894.141 1119.434 -2940.918 -1179.883 -211.816 -3060.254 -3112.598 0.000 0.000 -50.000
-1254.785 258.984 -3085.742 -126.270 1572.656 1897.070 2913.770 3091.895 72.168 -496.289 53.027 -1378.711 0.000 2231.836 -2759.277 -387.793 -2617.188 1676.074 0.000 -319.336 2113.086 -2646.191 1693.750 286.621 -2698.438 2892.578 1110.156 -2954.004 -1181.445 -215.723 -3067.969 -3074.023 0.000 0.000 -50.000
-1257.715 255.371 -3086.719 -124.316 1571.387 1894.043 2912.598 3092.090 71.484 -499.609 50.098 -1379.102 0.000 2232.031 -2761.621 -391.016 -2618.457 1673.535 0.000 -318.066 2110.449 -2649.707 1698.145 288.770 -2697.363 2892.773 1110.156 -2957.715 -1179.980 -211.523 -3066.406 -3053.027 0.000 0.000 -50.000
-1262.500 248.340 -3089.746 -126.465 1566.992 1885.645 2909.668 3094.043 72.070 -505.469 43.652 -1378.223 0.000 2235.645 -2762.891 -394.922 -2620.020 1675.195 0.000 -314.844 2106.836 -2654.199 1702.441 297.559 -2696.289 2892.578 1114.844 -2958.789 -1177.148 -205.957 -3060.352 -3037.207 0.000 0.000 -50.000
-1271.777 239.941 -3093.164 -126.270 1560.059 1873.926 2905.762 3094.824 72.363 -512.598 36.035 -1377.832 0.000 2240.332 -2765.332 -403.320 -2621.582 1678.027 0.000 -310.645 2104.102 -2659.961 1710.938 312.012 -2695.801 2891.699 1116.602 -2954.688 -1171.973 -194.727 -3051.367 -3025.684 0.000 0.000 -50.000
-1276.758 233.105 -3095.801 -127.148 1557.227 1865.039 2903.516 3096.094 71.582 -517.676 30.566 -1376.660 0.000 2243.945 -2767.871 -408.398 -2622.363 1683.301 0.000 -306.836 2101.074 -2663.770 1719.434 321.387 -2694.727 2892.773 1111.523 -2953.809 -1167.578 -185.938 -3044.238 -3020.410 0.000 0.000 -50.000
-1276.953 232.617 -3097.070 -125.977 1556.055 1863.379 2903.516 3097.949 70.703 -519.141 29.883 -1376.270 0.000 2246.191 -2768.945 -407.813 -2622.559 1684.570 0.000 -305.859 2099.316 -2664.746 1722.852 325.977 -2693.262 2893.848 1111.719 -2957.520 -1164.844 -181.836 -3042.773 -3032.910 0.000 0.000 -50.000
-1275.391 233.203 -3096.191 -125.977 1558.301 1866.309 2903.809 3097.754 70.313 -518.457 30.566 -1376.855 0.000 2245.313 -2768.848 -405.469 -2621.289 1687.500 0.000 -305.762 2099.121 -2665.430 1721.582 321.582 -2693.262 2893.750 1136.914 -2966.797 -1167.773 -184.180 -3048.535 -3045.508 0.000 0.000 -50.000
-1268.750 240.820 -3090.430 -124.316 1564.648 1876.172 2907.813 3097.559 73.340 -511.328 35.254 -1377.051 0.000 2244.922 -2765.625 -398.828 -2619.922 1687.891 0.000 -306.055 2104.492 -2663.281 1714.648 312.988 -2693.555 2894.824 1127.930 -2980.762 -1169.043 -191.406 -3061.133 -3061.621 0.000 0.000 -50.000
-1257.813 253.809 -3083.789 -121.582 1572.461 1889.551 2913.965 3098.535 75.488 -502.051 41.016 -1376.660 0.000 2240.625 -2760.547 -391.699 -2617.578 1688.086 0.000 -308.496 2110.059 -2661.035 1710.840 298.242 -2693.652 2897.070 1116.113 -2999.805 -1169.727 -203.320 -3076.953 -3081.055 0.000 0.000 -50.000
-1248.828 263.184 -3079.785 -121.289 1580.566 1900.781 2917.090 3097.852 76.172 -492.383 46.484 -1377.930 0.000 2237.891 -2757.129 -384.570 -2615.723 1691.113 0.000 -308.301 2114.258 -2658.203 1707.715 286.426 -2693.652 2899.805 1107.129 -3013.965 -1173.242 -212.207 -3090.527 -3098.145 0.000 0.000 -50.000
-1244.434 267.188 -3077.148 -119.727 1582.422 1903.613 2917.383 3098.535 77.832 -489.160 49.512 -1377.344 0.000 2238.379 -2755.859 -381.641 -2613.965 1690.527 0.000 -308.301 2115.723 -2655.176 1708.496 282.422 -2691.895 2900.879 1102.832 -3023.145 -1173.242 -216.895 -3097.754 -3109.570 0.000 0.000 -50.000
-1246.777 266.016 -3077.734 -118.848 1582.324 1901.270 2915.918 3099.414 77.734 -491.309 45.508 -1377.637 0.000 2240.039 -2757.715 -381.836 -2615.723 1693.262 0.000 -306.445 2115.430 -2657.813 1711.914 285.352 -2690.527 2901.172 1111.914 -3028.516 -1170.605 -213.184 -3098.633 -3113.477 0.000 0.000 -50.000
-1250.977 259.863 -3080.762 -118.945 1576.270 1895.215 2913.086 3101.270 77.930 -494.922 40.723 -1375.781 0.000 2242.773 -2759.277 -386.621 -2616.895 1699.609 0.000 -305.273 2113.867 -2661.133 1715.137 292.969 -2690.039 2900.391 1116.602 -3026.563 -1167.969 -206.055 -3092.480 -3111.816 0.000 0.000 -50.000
-1259.570 248.828 -3084.180 -120.117 1570.996 1883.398 2909.375 3102.344 75.684 -503.711 32.031 -1376.172 0.000 2244.531 -2761.426 -392.969 -2619.238 1708.594 0.000 -301.563 2107.617 -2665.625 1721.484 306.348 -2691.797 2898.633 1137.500 -3020.605 -1165.625 -195.215 -3084.668 -3104.688 0.000 0.000 -50.000
-1267.773 239.844 -3088.574 -121.777 1565.625 1872.070 2906.152 3102.148 75.586 -512.207 25.000 -1375.781 0.000 2250.488 -2766.211 -400.391 -2622.070 1712.891 0.000 -298.145 2102.832 -2671.094 1727.734 316.699 -2692.676 2897.363 1166.699 -3017.578 -1163.574 -185.547 -3076.953 -3100.098 0.000 0.000 -50.000
-1270.020 237.695 -3089.453 -121.582 1564.258 1868.359 2904.590 3102.148 75.781 -515.234 21.094 -1374.609 0.000 2251.563 -2767.578 -403.223 -2622.266 1716.016 0.000 -297.754 2102.441 -2672.754 1734.082 320.801 -2691.895 2897.168 1171.387 -3019.434 -1162.207 -181.738 -3075.781 -3101.758 0.000 0.000 -50.000
-1268.652 239.355 -3087.793 -120.215 1566.211 1871.289 2905.078 3104.102 76.172 -512.402 19.824 -1375.684 0.000 2252.637 -2766.309 -401.074 -2621.875 1717.969 0.000 -298.340 2103.223 -2672.070 1735.254 320.215 -2691.406 2897.168 1166.602 -3025.879 -1161.816 -182.910 -3079.004 -3109.277 0.000 0.000 -50.000
-1260.352 245.605 -3083.301 -117.773 1570.703 1878.711 2905.859 3103.418 77.148 -506.543 24.121 -1375.879 0.000 2250.977 -2763.086 -395.508 -2621.484 1714.746 0.000 -298.145 2106.055 -2668.555 1728.809 311.035 -2691.016 2899.902 1162.402 -3036.328 -1161.914 -188.770 -3088.574 -3122.168 0.000 0.000 -50.000
-1251.270 255.762 -3079.785 -116.406 1579.492 1891.406 2910.156 3102.832 79.102 -498.145 30.566 -1376.367 0.000 2248.438 -2759.570 -388.086 -2618.652 1708.203 0.000 -300.098 2111.914 -2665.039 1723.047 298.828 -2689.746 2902.637 1156.543 -3051.172 -1165.234 -198.730 -3101.563 -3138.672 0.000 0.000 -50.000
-1241.602 266.406 -3074.023 -116.016 1587.109 1903.613 2914.160 3102.051 81.055 -488.965 35.742 -1376.660 0.000 2245.801 -2756.152 -379.688 -2613.965 1704.883 0.000 -302.441 2117.285 -2659.668 1714.258 283.594 -2690.723 2904.492 1154.395 -3066.016 -1167.969 -208.008 -3116.211 -3156.641 0.000 0.000 -50.000
-1237.305 271.777 -3071.191 -114.355 1590.332 1909.082 2917.383 3103.125 83.496 -485.352 35.840 -1378.418 0.000 2244.434 -2751.660 -375.195 -2613.672 1703.125 0.000 -302.637 2121.191 -2657.617 1709.473 277.734 -2691.211 2906.641 1152.441 -3074.805 -1168.457 -212.012 -3124.121 -3167.480 0.000 0.000 -50.000
-1237.500 272.070 -3071.289 -113.086 1590.723 1907.910 2916.699 3103.906 84.082 -484.570 30.664 -1377.051 0.000 2246.973 -2752.637 -375.684 -2613.672 1704.590 0.000 -301.367 2122.656 -2658.203 1710.938 277.734 -2688.672 2906.934 1145.313 -3077.246 -1167.871 -210.645 -3121.289 -3170.410 0.000 0.000 -50.000
-1242.383 266.992 -3073.926 -112.695 1587.207 1902.637 2913.965 3104.199 83.301 -488.867 24.316 -1376.172 0.000 2250.000 -2754.395 -380.762 -2614.746 1707.324 0.000 -299.707 2120.508 -2658.594 1716.016 287.402 -2687.695 2907.227 1145.605 -3075.684 -1165.918 -202.441 -3116.113 -3166.699 0.000 0.000 -50.000
-1251.074 257.715 -3076.953 -113.281 1582.422 1893.945 2911.230 3106.250 82.813 -496.191 15.430 -1376.465 0.000 2252.441 -2757.813 -387.695 -2615.625 1713.770 0.000 -294.336 2115.820 -2662.793 1720.703 299.219 -2686.914 2906.934 1150.391 -3069.043 -1161.328 -192.480 -3108.496 -3158.301 0.000 0.000 -50.000
-1256.836 248.340 -3080.078 -113.379 1576.953 1883.203 2906.641 3108.008 81.738 -502.930 6.836 -1375.586 0.000 2257.324 -2760.938 -395.703 -2618.555 1717.676 0.000 -291.406 2111.426 -2666.406 1728.223 311.719 -2686.230 2904.395 1156.250 -3062.500 -1158.398 -182.910 -3097.363 -3149.316 0.000 0.000 -50.000
-1260.449 243.066 -3081.055 -112.012 1573.828 1875.000 2908.789 3109.082 82.617 -506.543 -0.781 -1375.977 0.000 2260.547 -2763.574 -398.145 -2619.824 1721.191 0.000 -291.309 2108.789 -2668.555 1732.324 318.262 -2686.230 2904.492 1159.766 -3061.035 -1158.301 -176.953 -3091.211 -3145.605 0.000 0.000 -50.000
-1259.277 243.359 -3081.152 -111.523 1573.340 1878.125 2913.477 3109.473 83.594 -507.715 -8.789 -1375.684 0.000 2261.035 -2763.086 -397.949 -2620.801 1722.852 0.000 -292.383 2111.426 -2668.555 1733.594 318.359 -2685.449 2905.371 1156.836 -3062.988 -1156.836 -176.563 -3092.188 -3149.512 0.000 0.000 -50.000
-1254.297 249.023 -3077.441 -111.133 1576.855 1883.496 2917.090 3108.496 85.254 -501.660 -10.645 -1376.270 0.000 2259.473 -2760.645 -393.555 -2619.043 1722.754 0.000 -292.578 2115.039 -2666.992 1731.934 310.938 -2686.328 2906.641 1153.711 -3071.582 -1158.398 -179.492 -3100.684 -3159.570 0.000 0.000 -50.000
-1246.094 257.520 -3072.656 -108.984 1583.984 1893.066 2923.047 3107.227 86.328 -496.191 -5.566 -1377.930 0.000 2257.715 -2757.617 -386.035 -2615.527 1710.449 0.000 -292.480 2119.727 -2661.816 1725.684 299.023 -2684.961 2908.301 1150.293 -3084.277 -1159.863 -188.574 -3111.621 -3171.973 0.000 0.000 -50.000
-1237.891 267.383 -3070.020 -108.008 1590.527 1904.395 2927.344 3108.105 87.012 -486.426 8.105 -1379.102 0.000 2253.711 -2754.004 -379.785 -2614.063 1710.645 0.000 -295.508 2124.219 -2656.934 1719.434 286.035 -2684.668 2907.910 1144.727 -3098.438 -1162.988 -198.145 -3124.414 -3188.574 0.000 0.000 -50.000
-1233.691 272.852 -3068.750 -108.203 1594.043 1912.012 2927.539 3106.543 87.500 -481.641 33.301 -1382.324 0.000 2250.391 -2752.441 -375.293 -2614.453 1719.727 0.000 -298.340 2128.027 -2655.664 1716.797 276.563 -2686.621 2909.375 1139.746 -3108.594 -1166.797 -204.980 -3135.449 3199.023 0.000 0.000 -50.000
-1234.082 273.633 -3068.457 -108.496 1594.727 1912.207 2928.516 3104.785 87.500 -482.031 44.824 -1382.715 0.000 2250.293 -2751.855 -374.414 -2615.039 1718.945 0.000 -297.656 2127.832 -2657.227 1716.406 275.977 -2685.645 2911.133 1136.328 -3112.695 -1166.895 -205.078 -3137.207 3196.484 0.000 0.000 -50.000
-1236.719 269.238 -3068.555 -106.348 1592.676 1906.543 2927.637 3108.203 88.281 -485.645 37.695 -1381.543 0.000 2252.832 -2753.809 -378.320 -2615.527 1713.867 0.000 -295.605 2128.125 -2658.789 1718.457 281.152 -2686.328 2911.133 1139.453 -3111.914 -1166.016 -199.023 -3130.664 3199.707 0.000 0.000 -50.000
-1242.871 259.766 -3070.117 -106.348 1587.109 1898.926 2926.172 3108.008 87.012 -491.406 28.125 -1381.055 0.000 2257.813 -2756.152 -381.641 -2615.820 1712.305 0.000 -291.504 2124.902 -2661.328 1723.047 292.188 -2685.059 2908.105 1142.480 -3105.273 -1162.500 -190.039 -3122.461 -3192.090 0.000 0.000 -50.000
-1251.172 252.051 -3074.219 -105.078 1580.566 1886.426 2923.340 3109.863 88.477 -500.684 22.070 -1378.320 0.000 2261.035 -2758.887 -388.770 -2616.992 1712.500 0.000 -288.477 2119.922 -2665.918 1726.074 305.469 -2684.570 2908.008 1144.629 -3096.680 -1159.180 -179.297 -3111.230 -3181.152 0.000 0.000 -50.000
-1255.957 245.020 -3077.246 -105.762 1578.223 1879.102 2919.531 3110.742 87.891 -506.348 22.754 -1378.516 0.000 2265.137 -2761.523 -393.750 -2619.727 1713.574 0.000 -288.281 2117.676 -2668.457 1731.543 313.184 -2682.617 2906.348 1147.266 -3091.797 -1157.031 -171.973 -3103.613 -3174.902 0.000 0.000 3199.902
-1257.813 243.652 -3077.148 -106.738 1578.906 1880.371 2918.945 3111.133 87.891 -507.031 31.055 -1378.320 0.000 2265.625 -2760.938 -393.457 -2620.117 1709.473 0.000 -287.500 2116.797 -2669.238 1731.152 315.039 -2683.105 2906.445 1146.387 -3094.434 -1156.348 -169.824 -3104.297 -3176.367 0.000 0.000 -50.000
-1250.781 249.121 -3074.512 -107.813 1579.297 1882.715 2918.652 3111.719 89.746 -501.855 45.508 -1378.223 0.000 2264.844 -2760.352 -389.941 -2618.652 1705.371 0.000 -287.598 2120.605 -2666.309 1725.000 308.301 -2683.203 2906.836 1144.238 -3103.711 -1158.984 -174.707 -3109.668 -3185.645 0.000 0.000 -50.000
-1245.410 255.957 -3071.191 -105.371 1584.277 1890.527 2919.824 3109.082 88.965 -495.996 57.520 -1378.906 0.000 2261.230 -2756.836 -383.887 -2618.164 1701.465 0.000 -290.332 2124.609 -2662.891 1720.215 299.512 -2684.180 2909.277 1139.551 -3113.379 -1160.254 -182.617 -3118.164 -3194.531 0.000 0.000 -50.000
-1236.816 266.602 -3066.406 -103.223 1592.969 1905.176 2920.215 3107.813 91.211 -486.426 57.227 -1379.297 0.000 2258.984 -2753.418 -375.488 -2614.453 1697.070 0.000 -291.895 2131.250 -2659.570 1713.672 286.426 -2683.887 2910.938 1134.766 -3127.539 -1162.402 -193.066 -3131.152 3190.723 0.000 0.000 -50.000
